Genome,Cluster
GCF_021728955.1_ASM2172895v1_genomic_100kbp_proxy.fna,0
GCA_983013515.1_NOWI19-1_SAMN09201449_MAG_00000070_genomic_100kbp_proxy.fna,2
GCA_030846795.1_ASM3084679v1_genomic_100kbp_proxy.fna,0
GCA_029542145.1_ASM2954214v1_genomic_100kbp_proxy.fna,0
GCF_049944945.1_ASM4994494v1_genomic_100kbp_proxy.fna,0
GCF_024918995.1_ASM2491899v1_genomic_100kbp_proxy.fna,0
GCF_032911345.1_ASM3291134v1_genomic_100kbp_proxy.fna,0
GCA_035823135.1_ASM3582313v1_genomic_100kbp_proxy.fna,0
GCA_030413125.1_ASM3041312v1_genomic_100kbp_proxy.fna,0
GCA_039619305.1_ASM3961930v1_genomic_100kbp_proxy.fna,1
GCF_039939295.1_ASM3993929v1_genomic_100kbp_proxy.fna,1
GCF_001560315.1_NG05A_C04_genomic_100kbp_proxy.fna,1
GCA_029906545.1_ASM2990654v1_genomic_100kbp_proxy.fna,0
GCA_007050145.1_ASM705014v1_genomic_100kbp_proxy.fna,1
GCA_035812245.1_ASM3581224v1_genomic_100kbp_proxy.fna,0
GCF_055754865.1_ASM5575486v1_genomic_100kbp_proxy.fna,1
GCF_012029855.1_ASM1202985v1_genomic_100kbp_proxy.fna,1
GCF_035813955.1_ASM3581395v1_genomic_100kbp_proxy.fna,0
GCF_002142535.1_ASM214253v1_genomic_100kbp_proxy.fna,1
GCA_030297075.1_ASM3029707v1_genomic_100kbp_proxy.fna,0
GCF_005218185.1_ASM521818v1_genomic_100kbp_proxy.fna,1
GCA_053606345.1_ASM5360634v1_genomic_100kbp_proxy.fna,1
GCA_035812875.1_ASM3581287v1_genomic_100kbp_proxy.fna,0
GCA_007677755.1_ASM767775v1_genomic_100kbp_proxy.fna,1
GCF_035804815.1_ASM3580481v1_genomic_100kbp_proxy.fna,0
GCF_055688045.1_ASM5568804v1_genomic_100kbp_proxy.fna,0
GCA_004361725.1_ASM436172v1_genomic_100kbp_proxy.fna,0
GCF_054462015.1_ASM5446201v1_genomic_100kbp_proxy.fna,0
GCF_002202055.1_ASM220205v1_genomic_100kbp_proxy.fna,0
GCA_053609085.1_ASM5360908v1_genomic_100kbp_proxy.fna,1
GCA_029625925.1_ASM2962592v1_genomic_100kbp_proxy.fna,1
GCF_054875795.1_ASM5487579v1_genomic_100kbp_proxy.fna,1
GCF_035804435.1_ASM3580443v1_genomic_100kbp_proxy.fna,1
GCA_011366195.1_ASM1136619v1_genomic_100kbp_proxy.fna,2
GCA_001560525.1_NG05B_C06_12_genomic_100kbp_proxy.fna,1
GCF_035809115.1_ASM3580911v1_genomic_100kbp_proxy.fna,1
GCA_041537785.1_ASM4153778v1_genomic_100kbp_proxy.fna,1
GCF_982969175.1_NOWI19-1_SAMN09201533_MAG_00000057_genomic_100kbp_proxy.fna,2
GCA_016411905.1_ASM1641190v1_genomic_100kbp_proxy.fna,1
GCF_025245215.1_ASM2524521v1_genomic_100kbp_proxy.fna,1
GCF_004294535.1_ASM429453v1_genomic_100kbp_proxy.fna,1
GCA_019037405.1_ASM1903740v1_genomic_100kbp_proxy.fna,0
GCA_036221545.1_ASM3622154v1_genomic_100kbp_proxy.fna,0
GCA_019037825.1_ASM1903782v1_genomic_100kbp_proxy.fna,0
GCF_051028755.1_ASM5102875v1_genomic_100kbp_proxy.fna,0
GCA_038898345.1_ASM3889834v1_genomic_100kbp_proxy.fna,0
GCF_036218725.1_ASM3621872v1_genomic_100kbp_proxy.fna,0
GCF_004101405.1_ASM410140v1_genomic_100kbp_proxy.fna,0
GCF_008831405.1_ASM883140v1_genomic_100kbp_proxy.fna,1
GCF_026790895.1_ASM2679089v1_genomic_100kbp_proxy.fna,0
GCA_006741845.1_ASM674184v1_genomic_100kbp_proxy.fna,0
GCF_032878855.1_ASM3287885v1_genomic_100kbp_proxy.fna,1
GCF_035621695.1_ASM3562169v1_genomic_100kbp_proxy.fna,0
GCF_051963855.1_ASM5196385v1_genomic_100kbp_proxy.fna,0
GCF_052119865.1_ASM5211986v1_genomic_100kbp_proxy.fna,1
GCA_983017395.1_NOWI19-1_SAMN10351042_MAG_00000062_genomic_100kbp_proxy.fna,2
GCA_049368775.1_ASM4936877v1_genomic_100kbp_proxy.fna,1
GCF_900445475.1_27294_A01_genomic_100kbp_proxy.fna,0
GCA_036621485.1_ASM3662148v1_genomic_100kbp_proxy.fna,1
GCF_019464335.1_ASM1946433v1_genomic_100kbp_proxy.fna,0
GCF_046529455.1_ASM4652945v1_genomic_100kbp_proxy.fna,0
GCA_001560755.1_NG05B_CO5_11_genomic_100kbp_proxy.fna,1
GCA_982525035.1_NRS2113_genomic_100kbp_proxy.fna,0
GCF_000497365.1_MP11_genomic_100kbp_proxy.fna,0
GCF_037757895.1_ASM3775789v1_genomic_100kbp_proxy.fna,1
GCA_003515125.1_ASM351512v1_genomic_100kbp_proxy.fna,1
GCA_052233195.1_ASM5223319v1_genomic_100kbp_proxy.fna,1
GCF_046267835.1_ASM4626783v1_genomic_100kbp_proxy.fna,0
GCA_050475285.1_ASM5047528v1_genomic_100kbp_proxy.fna,0
GCF_035822235.1_ASM3582223v1_genomic_100kbp_proxy.fna,1
GCF_001560795.1_NG05B_CO5_13_genomic_100kbp_proxy.fna,1
GCA_017901775.1_ASM1790177v1_genomic_100kbp_proxy.fna,1
GCF_035813755.1_ASM3581375v1_genomic_100kbp_proxy.fna,0
GCF_047758345.1_ASM4775834v1_genomic_100kbp_proxy.fna,0
GCA_040372575.1_ASM4037257v1_genomic_100kbp_proxy.fna,2
GCF_983018535.1_NOWI19-1_SAMN10350895_MAG_00000042_genomic_100kbp_proxy.fna,2
GCF_001750765.1_ASM175076v1_genomic_100kbp_proxy.fna,1
GCA_053551415.1_ASM5355141v1_genomic_100kbp_proxy.fna,0
GCA_055566835.1_ASM5556683v1_genomic_100kbp_proxy.fna,1
GCA_036218665.1_ASM3621866v1_genomic_100kbp_proxy.fna,1
GCF_002865715.1_ASM286571v1_genomic_100kbp_proxy.fna,1
GCF_019037965.1_ASM1903796v1_genomic_100kbp_proxy.fna,0
GCF_036221405.1_ASM3622140v1_genomic_100kbp_proxy.fna,1
GCA_040819565.1_ASM4081956v1_genomic_100kbp_proxy.fna,1
GCF_059729425.1_ASM5972942v1_genomic_100kbp_proxy.fna,2
GCA_007050185.1_ASM705018v1_genomic_100kbp_proxy.fna,1
GCF_036221825.1_ASM3622182v1_genomic_100kbp_proxy.fna,0
GCA_056679995.1_ASM5667999v1_genomic_100kbp_proxy.fna,1
GCA_037997165.1_ASM3799716v1_genomic_100kbp_proxy.fna,1
GCA_060125745.1_ASM6012574v1_genomic_100kbp_proxy.fna,0
GCA_036221765.1_ASM3622176v1_genomic_100kbp_proxy.fna,1
GCA_050463185.1_ASM5046318v1_genomic_100kbp_proxy.fna,1
GCA_036965365.1_ASM3696536v1_genomic_100kbp_proxy.fna,0
GCA_001481595.1_ASM148159v1_genomic_100kbp_proxy.fna,1
GCA_000696615.1_ASM69661v1_genomic_100kbp_proxy.fna,1
GCA_055582065.1_ASM5558206v1_genomic_100kbp_proxy.fna,1
GCA_001902555.1_ASM190255v1_genomic_100kbp_proxy.fna,0
GCA_035804575.1_ASM3580457v1_genomic_100kbp_proxy.fna,0
GCA_000209795.2_ASM20979v2_genomic_100kbp_proxy.fna,0
GCA_055524525.1_ASM5552452v1_genomic_100kbp_proxy.fna,0
GCF_018603725.1_ASM1860372v1_genomic_100kbp_proxy.fna,0
GCF_982518375.1_NRS2130_genomic_100kbp_proxy.fna,0
GCF_003265285.1_ASM326528v1_genomic_100kbp_proxy.fna,0
GCF_001481635.1_ASM148163v1_genomic_100kbp_proxy.fna,1
GCF_009857115.1_ASM985711v1_genomic_100kbp_proxy.fna,0
GCF_053538395.1_ASM5353839v1_genomic_100kbp_proxy.fna,1
GCF_035813595.1_ASM3581359v1_genomic_100kbp_proxy.fna,0
GCA_000328745.1_ASM32874v1_genomic_100kbp_proxy.fna,0
GCA_977550775.1_MarMAG_000331_genomic_100kbp_proxy.fna,2
GCF_002355995.1_ASM235599v1_genomic_100kbp_proxy.fna,2
GCA_982990525.1_NOWI19-1_SAMN09202115_MAG_00000050_genomic_100kbp_proxy.fna,2
GCA_039748995.1_ASM3974899v1_genomic_100kbp_proxy.fna,1
GCA_982988135.1_NOWI19-1_SAMN09201541_MAG_00000029_genomic_100kbp_proxy.fna,2
GCA_050475045.1_ASM5047504v1_genomic_100kbp_proxy.fna,0
GCA_024128815.1_ASM2412881v1_genomic_100kbp_proxy.fna,1
GCA_032578635.1_ASM3257863v1_genomic_100kbp_proxy.fna,0
GCF_000497345.1_MP9_genomic_100kbp_proxy.fna,0
GCA_012689465.1_ASM1268946v1_genomic_100kbp_proxy.fna,1
GCA_041514415.1_ASM4151441v1_genomic_100kbp_proxy.fna,1
GCA_015645655.1_ASM1564565v1_genomic_100kbp_proxy.fna,1
GCA_977566595.1_MarMAG_099744_genomic_100kbp_proxy.fna,2
GCF_046535715.1_ASM4653571v1_genomic_100kbp_proxy.fna,0
GCA_042738315.1_ASM4273831v1_genomic_100kbp_proxy.fna,0
GCA_000828495.1_ASM82849v1_genomic_100kbp_proxy.fna,0
GCA_028540805.1_ASM2854080v1_genomic_100kbp_proxy.fna,0
GCA_015602625.1_ASM1560262v1_genomic_100kbp_proxy.fna,0
GCA_050468385.1_ASM5046838v1_genomic_100kbp_proxy.fna,0
GCA_028540425.1_ASM2854042v1_genomic_100kbp_proxy.fna,0
GCA_021398545.1_ASM2139854v1_genomic_100kbp_proxy.fna,1
GCA_037201705.1_ASM3720170v1_genomic_100kbp_proxy.fna,1
GCF_001560375.1_NG05B_C03_01_genomic_100kbp_proxy.fna,1
GCF_035814235.1_ASM3581423v1_genomic_100kbp_proxy.fna,1
GCA_029536755.2_ASM2953675v2_genomic_100kbp_proxy.fna,0
GCF_030769525.1_ASM3076952v1_genomic_100kbp_proxy.fna,0
GCF_037914925.1_ASM3791492v1_genomic_100kbp_proxy.fna,0
GCA_982983315.1_NOWI19-1_SAMN09201853_MAG_00000054_genomic_100kbp_proxy.fna,2
GCF_023521175.1_ASM2352117v1_genomic_100kbp_proxy.fna,0
GCA_035810255.1_ASM3581025v1_genomic_100kbp_proxy.fna,1
GCA_019931715.1_ASM1993171v1_genomic_100kbp_proxy.fna,1
GCA_041051865.1_ASM4105186v1_genomic_100kbp_proxy.fna,0
GCA_052038055.2_ASM5203805v2_genomic_100kbp_proxy.fna,0
GCF_003833295.1_ASM383329v1_genomic_100kbp_proxy.fna,0
GCA_000293765.1_ASM29376v1_genomic_100kbp_proxy.fna,0
GCA_003710285.1_ASM371028v1_genomic_100kbp_proxy.fna,0
GCF_980643915.1_23FF04-BHI-01_genomic_100kbp_proxy.fna,1
GCA_044546425.1_ASM4454642v1_genomic_100kbp_proxy.fna,0
GCF_049311615.1_ASM4931161v1_genomic_100kbp_proxy.fna,0
GCF_020859605.1_ASM2085960v1_genomic_100kbp_proxy.fna,0
GCA_028540345.1_ASM2854034v1_genomic_100kbp_proxy.fna,0
GCA_023571865.1_ASM2357186v1_genomic_100kbp_proxy.fna,1
GCA_030273385.1_ASM3027338v1_genomic_100kbp_proxy.fna,1
GCF_004103535.1_ASM410353v1_genomic_100kbp_proxy.fna,1
GCA_015645725.1_ASM1564572v1_genomic_100kbp_proxy.fna,1
GCF_052037795.2_ASM5203779v2_genomic_100kbp_proxy.fna,1
GCF_019974395.1_ASM1997439v1_genomic_100kbp_proxy.fna,2
GCA_036213515.1_ASM3621351v1_genomic_100kbp_proxy.fna,1
GCA_047120225.1_ASM4712022v1_genomic_100kbp_proxy.fna,0
GCF_035822795.1_ASM3582279v1_genomic_100kbp_proxy.fna,1
GCA_905319545.2_NRS6187B_genomic_100kbp_proxy.fna,1
GCA_050113215.1_ASM5011321v1_genomic_100kbp_proxy.fna,0
GCF_009834865.1_ASM983486v1_genomic_100kbp_proxy.fna,0
GCA_036213305.1_ASM3621330v1_genomic_100kbp_proxy.fna,1
GCF_024585045.1_ASM2458504v1_genomic_100kbp_proxy.fna,0
GCA_050464385.1_ASM5046438v1_genomic_100kbp_proxy.fna,0
GCA_027942395.1_ASM2794239v1_genomic_100kbp_proxy.fna,0
GCF_000258245.1_ASM25824v1_genomic_100kbp_proxy.fna,2
GCA_023713845.1_ASM2371384v1_genomic_100kbp_proxy.fna,0
GCA_051016515.1_ASM5101651v1_genomic_100kbp_proxy.fna,1
GCF_037201935.1_ASM3720193v1_genomic_100kbp_proxy.fna,0
GCA_042792655.1_ASM4279265v1_genomic_100kbp_proxy.fna,1
GCA_052693165.1_ASM5269316v1_genomic_100kbp_proxy.fna,1
GCA_015776795.1_ASM1577679v1_genomic_100kbp_proxy.fna,1
GCF_053713335.1_ASM5371333v1_genomic_100kbp_proxy.fna,0
GCA_039917025.1_ASM3991702v1_genomic_100kbp_proxy.fna,0
GCA_905318255.2_NRS6181B_genomic_100kbp_proxy.fna,1
GCF_000830645.1_ASM83064v1_genomic_100kbp_proxy.fna,1
GCA_035805295.1_ASM3580529v1_genomic_100kbp_proxy.fna,1
GCA_983001025.1_NOWI19-1_SAMN09201450_MAG_00000028_genomic_100kbp_proxy.fna,2
GCF_026795275.1_ASM2679527v1_genomic_100kbp_proxy.fna,0
GCF_009884005.1_ASM988400v1_genomic_100kbp_proxy.fna,1
GCF_009662255.1_ASM966225v1_genomic_100kbp_proxy.fna,1
GCA_018122475.1_ASM1812247v1_genomic_100kbp_proxy.fna,0
GCA_042274205.1_ASM4227420v1_genomic_100kbp_proxy.fna,1
GCF_060301585.1_ASM6030158v1_genomic_100kbp_proxy.fna,1
GCF_023521615.1_ASM2352161v1_genomic_100kbp_proxy.fna,1
GCA_030016405.1_ASM3001640v1_genomic_100kbp_proxy.fna,1
GCF_036231745.1_ASM3623174v1_genomic_100kbp_proxy.fna,0
GCA_001560685.1_NG05B_CO5_08_genomic_100kbp_proxy.fna,1
GCF_048381595.1_ASM4838159v1_genomic_100kbp_proxy.fna,1
GCA_024508175.1_ASM2450817v1_genomic_100kbp_proxy.fna,0
GCA_056433385.1_ASM5643338v1_genomic_100kbp_proxy.fna,0
GCA_050476385.1_ASM5047638v1_genomic_100kbp_proxy.fna,0
GCA_055283785.1_ASM5528378v1_genomic_100kbp_proxy.fna,1
GCF_905319145.1_NRS6185_genomic_100kbp_proxy.fna,1
GCF_045037735.1_ASM4503773v1_genomic_100kbp_proxy.fna,1
GCA_002215565.1_ASM221556v1_genomic_100kbp_proxy.fna,1
GCA_050455805.1_ASM5045580v1_genomic_100kbp_proxy.fna,1
GCF_030122885.1_ASM3012288v1_genomic_100kbp_proxy.fna,0
GCA_042792495.1_ASM4279249v1_genomic_100kbp_proxy.fna,0
GCF_054481095.1_ASM5448109v1_genomic_100kbp_proxy.fna,1
GCA_002163815.1_ASM216381v1_genomic_100kbp_proxy.fna,1
GCF_963692735.1_SQ513ccp_genomic_100kbp_proxy.fna,0
GCF_002055965.1_ASM205596v1_genomic_100kbp_proxy.fna,0
GCA_051851495.1_ASM5185149v1_genomic_100kbp_proxy.fna,0
GCA_003144575.1_ASM314457v1_genomic_100kbp_proxy.fna,1
GCF_000409585.1_Hal1_genomic_100kbp_proxy.fna,1
GCA_030767265.1_ASM3076726v1_genomic_100kbp_proxy.fna,0
GCA_030348595.1_ASM3034859v1_genomic_100kbp_proxy.fna,0
GCA_056665445.1_Bac6_genomic_100kbp_proxy.fna,1
GCA_029762015.2_ASM2976201v2_genomic_100kbp_proxy.fna,1
GCF_019974155.1_ASM1997415v1_genomic_100kbp_proxy.fna,2
GCF_977010345.1_NRS7980_genomic_100kbp_proxy.fna,0
GCF_007667515.1_ASM766751v1_genomic_100kbp_proxy.fna,1
GCA_001889385.1_ASM188938v1_genomic_100kbp_proxy.fna,0
GCF_982776955.1_FORT15-1_SAMEA3355524_MAG_00000026_genomic_100kbp_proxy.fna,2
GCA_007995205.1_ASM799520v1_genomic_100kbp_proxy.fna,0
GCA_050461005.1_ASM5046100v1_genomic_100kbp_proxy.fna,1
GCF_035812275.1_ASM3581227v1_genomic_100kbp_proxy.fna,0
GCA_053607445.1_ASM5360744v1_genomic_100kbp_proxy.fna,1
GCF_012028945.1_ASM1202894v1_genomic_100kbp_proxy.fna,0
GCF_056858235.1_ASM5685823v1_genomic_100kbp_proxy.fna,0
GCA_038594285.1_ASM3859428v1_genomic_100kbp_proxy.fna,0
GCF_058629315.1_ASM5862931v1_genomic_100kbp_proxy.fna,1
GCA_000523045.1_ASM52304v1_genomic_100kbp_proxy.fna,0
GCA_050476145.1_ASM5047614v1_genomic_100kbp_proxy.fna,1
GCA_964033655.2_BS517c_contigs_annotated_genomic_100kbp_proxy.fna,0
GCA_036219345.1_ASM3621934v1_genomic_100kbp_proxy.fna,1
GCF_905311385.2_NRS6116B_genomic_100kbp_proxy.fna,1
GCA_009913515.1_ASM991351v1_genomic_100kbp_proxy.fna,0
GCF_031316525.1_ASM3131652v1_genomic_100kbp_proxy.fna,1
GCA_009741365.1_ASM974136v1_genomic_100kbp_proxy.fna,0
GCA_983026025.1_NOWI19-1_SAMN10351036_MAG_00000056_genomic_100kbp_proxy.fna,2
GCF_023715025.1_ASM2371502v1_genomic_100kbp_proxy.fna,0
GCA_007671975.1_ASM767197v1_genomic_100kbp_proxy.fna,1
GCA_004119815.1_ASM411981v1_genomic_100kbp_proxy.fna,0
GCA_049706275.1_ASM4970627v1_genomic_100kbp_proxy.fna,0
GCA_042790275.1_ASM4279027v1_genomic_100kbp_proxy.fna,0
GCF_001560715.1_NG05B_CO5_09_genomic_100kbp_proxy.fna,1
GCA_035825195.1_ASM3582519v1_genomic_100kbp_proxy.fna,1
GCF_025716825.1_ASM2571682v1_genomic_100kbp_proxy.fna,1
GCF_036221365.1_ASM3622136v1_genomic_100kbp_proxy.fna,0
GCA_001698505.1_ASM169850v1_genomic_100kbp_proxy.fna,1
GCF_059025425.1_ASM5902542v1_genomic_100kbp_proxy.fna,0
GCF_036365295.1_ASM3636529v1_genomic_100kbp_proxy.fna,0
GCF_039654045.1_YB955_UNLV_AUG_23_genomic_100kbp_proxy.fna,1
GCA_035805055.1_ASM3580505v1_genomic_100kbp_proxy.fna,0
GCA_982974445.1_NOWI19-1_SAMN10351355_MAG_00000081_genomic_100kbp_proxy.fna,2
GCF_905315035.2_NRS6121B_genomic_100kbp_proxy.fna,1
GCA_036219365.1_ASM3621936v1_genomic_100kbp_proxy.fna,1
GCA_020509345.1_ASM2050934v1_genomic_100kbp_proxy.fna,0
GCA_982525025.1_NRS2106_genomic_100kbp_proxy.fna,1
GCF_050051195.1_ASM5005119v1_genomic_100kbp_proxy.fna,1
GCA_042264605.1_ASM4226460v1_genomic_100kbp_proxy.fna,1
GCA_905319535.2_NRS6202B_genomic_100kbp_proxy.fna,0
GCA_977551705.1_MarMAG_000342_genomic_100kbp_proxy.fna,2
GCF_001560515.1_NG05B_C06_11_genomic_100kbp_proxy.fna,1
GCA_982524975.1_NRS2104_genomic_100kbp_proxy.fna,1
GCF_016411915.1_ASM1641191v1_genomic_100kbp_proxy.fna,0
GCA_023369715.1_ASM2336971v1_genomic_100kbp_proxy.fna,0
GCA_029537095.2_ASM2953709v2_genomic_100kbp_proxy.fna,1
GCA_000772205.1_ASM77220v1_genomic_100kbp_proxy.fna,0
GCA_004119875.1_ASM411987v1_genomic_100kbp_proxy.fna,1
GCF_019037205.1_ASM1903720v1_genomic_100kbp_proxy.fna,1
GCF_055455695.1_ASM5545569v1_genomic_100kbp_proxy.fna,0
GCA_046533835.1_ASM4653383v1_genomic_100kbp_proxy.fna,1
GCF_035809475.1_ASM3580947v1_genomic_100kbp_proxy.fna,0
GCA_009913575.1_ASM991357v1_genomic_100kbp_proxy.fna,1
GCF_056626575.1_ASM5662657v1_genomic_100kbp_proxy.fna,1
GCA_035805075.1_ASM3580507v1_genomic_100kbp_proxy.fna,0
GCF_036219005.1_ASM3621900v1_genomic_100kbp_proxy.fna,0
GCF_000832195.1_ASM83219v1_genomic_100kbp_proxy.fna,1
GCF_035813015.1_ASM3581301v1_genomic_100kbp_proxy.fna,0
GCA_050379895.1_ASM5037989v1_genomic_100kbp_proxy.fna,0
GCA_035812135.1_ASM3581213v1_genomic_100kbp_proxy.fna,1
GCF_025809235.1_ASM2580923v1_genomic_100kbp_proxy.fna,1
GCF_022701095.1_ASM2270109v1_genomic_100kbp_proxy.fna,0
GCF_015654205.1_ASM1565420v1_genomic_100kbp_proxy.fna,1
GCF_035822575.1_ASM3582257v1_genomic_100kbp_proxy.fna,1
GCA_009662195.1_ASM966219v1_genomic_100kbp_proxy.fna,1
GCF_026793955.1_ASM2679395v1_genomic_100kbp_proxy.fna,1
GCF_029916985.1_ASM2991698v1_genomic_100kbp_proxy.fna,0
GCF_056108325.1_ASM5610832v1_genomic_100kbp_proxy.fna,1
GCA_029762035.2_ASM2976203v2_genomic_100kbp_proxy.fna,1
GCA_000973605.1_ASM97360v1_genomic_100kbp_proxy.fna,0
GCF_036213285.1_ASM3621328v1_genomic_100kbp_proxy.fna,0
GCF_977010955.1_NRS7976_genomic_100kbp_proxy.fna,1
GCF_028807155.1_ASM2880715v1_genomic_100kbp_proxy.fna,1
GCA_026799655.1_ASM2679965v1_genomic_100kbp_proxy.fna,1
GCA_009914155.1_ASM991415v1_genomic_100kbp_proxy.fna,0
GCF_035804395.1_ASM3580439v1_genomic_100kbp_proxy.fna,0
GCA_058629295.1_ASM5862929v1_genomic_100kbp_proxy.fna,1
GCA_030643765.1_ASM3064376v1_genomic_100kbp_proxy.fna,1
GCF_014171535.1_ASM1417153v1_genomic_100kbp_proxy.fna,0
GCF_016774345.1_ASM1677434v1_genomic_100kbp_proxy.fna,0
GCA_018122455.1_ASM1812245v1_genomic_100kbp_proxy.fna,0
GCF_013267025.1_ASM1326702v1_genomic_100kbp_proxy.fna,0
GCA_050457025.1_ASM5045702v1_genomic_100kbp_proxy.fna,0
GCF_023521635.1_ASM2352163v1_genomic_100kbp_proxy.fna,0
GCF_002906075.1_ASM290607v1_genomic_100kbp_proxy.fna,1
GCF_027923485.1_ASM2792348v1_genomic_100kbp_proxy.fna,0
GCF_009662235.1_ASM966223v1_genomic_100kbp_proxy.fna,1
GCA_055455735.1_ASM5545573v1_genomic_100kbp_proxy.fna,1
GCF_023520855.1_ASM2352085v1_genomic_100kbp_proxy.fna,0
GCA_025732155.1_ASM2573215v1_genomic_100kbp_proxy.fna,1
GCA_050314355.1_ASM5031435v1_genomic_100kbp_proxy.fna,0
GCF_029537135.2_ASM2953713v2_genomic_100kbp_proxy.fna,0
GCF_054962455.1_ASM5496245v1_genomic_100kbp_proxy.fna,1
GCA_035811755.1_ASM3581175v1_genomic_100kbp_proxy.fna,1
GCA_056674935.1_ASM5667493v1_genomic_100kbp_proxy.fna,1
GCA_057396125.1_ASM5739612v1_genomic_100kbp_proxy.fna,1
GCF_021233235.1_ASM2123323v1_genomic_100kbp_proxy.fna,1
GCF_050972025.1_ASM5097202v1_genomic_100kbp_proxy.fna,0
GCF_053609865.1_ASM5360986v1_genomic_100kbp_proxy.fna,0
GCF_007665695.1_ASM766569v1_genomic_100kbp_proxy.fna,0
GCA_020552665.1_ASM2055266v1_genomic_100kbp_proxy.fna,0
GCF_000245295.1_ASM24529v1_genomic_100kbp_proxy.fna,0
GCF_035812095.1_ASM3581209v1_genomic_100kbp_proxy.fna,1
GCF_032598945.1_ASM3259894v1_genomic_100kbp_proxy.fna,1
GCA_003086385.1_ASM308638v1_genomic_100kbp_proxy.fna,1
GCA_028540365.1_ASM2854036v1_genomic_100kbp_proxy.fna,0
GCA_054481115.1_ASM5448111v1_genomic_100kbp_proxy.fna,0
GCF_040548925.1_ASM4054892v1_genomic_100kbp_proxy.fna,0
GCA_015645705.1_ASM1564570v1_genomic_100kbp_proxy.fna,1
GCF_036962225.1_ASM3696222v1_genomic_100kbp_proxy.fna,1
GCA_001342275.1_6755_6_9_genomic_100kbp_proxy.fna,1
GCF_035807735.1_ASM3580773v1_genomic_100kbp_proxy.fna,0
GCA_019038065.1_ASM1903806v1_genomic_100kbp_proxy.fna,1
GCF_982518465.1_NRS2125_genomic_100kbp_proxy.fna,1
GCA_046592435.1_ASM4659243v1_genomic_100kbp_proxy.fna,1
GCA_042671695.1_ASM4267169v1_genomic_100kbp_proxy.fna,0
GCF_027497435.1_ASM2749743v1_genomic_100kbp_proxy.fna,1
GCF_036213045.1_ASM3621304v1_genomic_100kbp_proxy.fna,0
GCA_905319825.1_NRS6205_genomic_100kbp_proxy.fna,1
GCF_030519455.1_ASM3051945v1_genomic_100kbp_proxy.fna,1
GCF_030348835.1_ASM3034883v1_genomic_100kbp_proxy.fna,1
GCF_004103555.1_ASM410355v1_genomic_100kbp_proxy.fna,1
GCF_060371975.1_ASM6037197v1_genomic_100kbp_proxy.fna,1
GCF_052827765.1_ASM5282776v1_genomic_100kbp_proxy.fna,1
GCF_001560595.1_NG05B_CO5_02_genomic_100kbp_proxy.fna,1
GCA_025021505.1_ASM2502150v1_genomic_100kbp_proxy.fna,0
GCA_042792675.1_ASM4279267v1_genomic_100kbp_proxy.fna,1
GCA_022846275.1_ASM2284627v1_genomic_100kbp_proxy.fna,2
GCA_028541125.1_ASM2854112v1_genomic_100kbp_proxy.fna,0
GCA_003011815.1_ASM301181v1_genomic_100kbp_proxy.fna,0
GCA_001560725.1_NG05B_CO5_10_genomic_100kbp_proxy.fna,1
GCF_019583555.1_ASM1958355v1_genomic_100kbp_proxy.fna,0
GCA_054331625.1_ASM5433162v1_genomic_100kbp_proxy.fna,0
GCA_003833205.1_ASM383320v1_genomic_100kbp_proxy.fna,1
GCA_000934165.1_ASM93416v1_genomic_100kbp_proxy.fna,1
GCA_977572615.1_MarMAG_000333_genomic_100kbp_proxy.fna,2
GCF_035814215.1_ASM3581421v1_genomic_100kbp_proxy.fna,0
GCA_023714485.1_ASM2371448v1_genomic_100kbp_proxy.fna,1
GCA_037844445.1_ASM3784444v1_genomic_100kbp_proxy.fna,1
GCA_050456925.1_ASM5045692v1_genomic_100kbp_proxy.fna,0
GCF_060938635.1_ASM6093863v1_genomic_100kbp_proxy.fna,1
GCA_029536775.2_ASM2953677v2_genomic_100kbp_proxy.fna,1
GCF_905319135.2_NRS6186B_genomic_100kbp_proxy.fna,1
GCA_030016555.1_ASM3001655v1_genomic_100kbp_proxy.fna,1
GCA_012647565.1_ASM1264756v1_genomic_100kbp_proxy.fna,1
GCA_905310975.2_NRS6085B_genomic_100kbp_proxy.fna,1
GCA_057736505.1_ASM5773650v1_genomic_100kbp_proxy.fna,1
GCF_000724125.1_BSUBE1_genomic_100kbp_proxy.fna,0
GCA_057334615.1_ASM5733461v1_genomic_100kbp_proxy.fna,1
GCF_004101345.1_ASM410134v1_genomic_100kbp_proxy.fna,0
GCA_900454375.1_59024_G01_genomic_100kbp_proxy.fna,1
GCA_001560215.1_GG12_C01_17_genomic_100kbp_proxy.fna,1
GCA_037749255.1_ASM3774925v1_genomic_100kbp_proxy.fna,1
GCA_052038075.2_ASM5203807v2_genomic_100kbp_proxy.fna,0
GCF_001560115.1_GG12_C01_11_genomic_100kbp_proxy.fna,1
GCA_032681245.1_ASM3268124v1_genomic_100kbp_proxy.fna,1
GCA_042788955.1_ASM4278895v1_genomic_100kbp_proxy.fna,1
GCF_034377505.1_ASM3437750v1_genomic_100kbp_proxy.fna,0
GCF_983018995.1_NOWI19-1_SAMN09201441_MAG_00000073_genomic_100kbp_proxy.fna,2
GCF_980642315.1_23FF4-BHI-03_genomic_100kbp_proxy.fna,0
GCA_040743115.1_ASM4074311v1_genomic_100kbp_proxy.fna,1
GCA_050477685.1_ASM5047768v1_genomic_100kbp_proxy.fna,1
